Training loss	Validation loss	
 4.2398e-03	 4.5972e-03	
 4.2238e-03	 4.5969e-03	
 4.2387e-03	 4.5963e-03	
 4.2229e-03	 4.5960e-03	
 4.2377e-03	 4.5954e-03	
 4.2220e-03	 4.5951e-03	
 4.2366e-03	 4.5945e-03	
 4.2211e-03	 4.5942e-03	
 4.2354e-03	 4.5936e-03	
 4.2202e-03	 4.5933e-03	
 4.2343e-03	 4.5927e-03	
 4.2193e-03	 4.5924e-03	
 4.2332e-03	 4.5918e-03	
 4.2184e-03	 4.5915e-03	
 4.2321e-03	 4.5910e-03	
 4.2176e-03	 4.5906e-03	
 4.2310e-03	 4.5901e-03	
 4.2168e-03	 4.5898e-03	
 4.2301e-03	 4.5892e-03	
 4.2160e-03	 4.5889e-03	
 4.2291e-03	 4.5883e-03	
 4.2152e-03	 4.5880e-03	
 4.2280e-03	 4.5875e-03	
 4.2143e-03	 4.5872e-03	
 4.2270e-03	 4.5866e-03	
 4.2135e-03	 4.5863e-03	
 4.2260e-03	 4.5858e-03	
 4.2127e-03	 4.5855e-03	
 4.2248e-03	 4.5849e-03	
 4.2118e-03	 4.5846e-03	
 4.2238e-03	 4.5841e-03	
 4.2110e-03	 4.5838e-03	
 4.2227e-03	 4.5832e-03	
 4.2102e-03	 4.5829e-03	
 4.2217e-03	 4.5824e-03	
 4.2094e-03	 4.5821e-03	
 4.2207e-03	 4.5815e-03	
 4.2085e-03	 4.5813e-03	
 4.2197e-03	 4.5807e-03	
 4.2077e-03	 4.5804e-03	
 4.2186e-03	 4.5799e-03	
 4.2068e-03	 4.5796e-03	
 4.2175e-03	 4.5790e-03	
 4.2060e-03	 4.5788e-03	
 4.2165e-03	 4.5782e-03	
 4.2052e-03	 4.5780e-03	
 4.2156e-03	 4.5774e-03	
 4.2045e-03	 4.5772e-03	
 4.2147e-03	 4.5766e-03	
 4.2037e-03	 4.5764e-03	
 4.2140e-03	 4.5758e-03	
 4.2030e-03	 4.5756e-03	
 4.2131e-03	 4.5750e-03	
 4.2022e-03	 4.5748e-03	
 4.2121e-03	 4.5742e-03	
 4.2013e-03	 4.5740e-03	
 4.2109e-03	 4.5734e-03	
 4.2004e-03	 4.5732e-03	
 4.2098e-03	 4.5726e-03	
 4.1996e-03	 4.5724e-03	
 4.2087e-03	 4.5718e-03	
 4.1988e-03	 4.5716e-03	
 4.2077e-03	 4.5710e-03	
 4.1981e-03	 4.5708e-03	
 4.2069e-03	 4.5703e-03	
 4.1974e-03	 4.5701e-03	
 4.2061e-03	 4.5695e-03	
 4.1967e-03	 4.5693e-03	
 4.2053e-03	 4.5687e-03	
 4.1960e-03	 4.5685e-03	
 4.2046e-03	 4.5680e-03	
 4.1953e-03	 4.5678e-03	
 4.2038e-03	 4.5672e-03	
 4.1946e-03	 4.5670e-03	
 4.2030e-03	 4.5664e-03	
 4.1938e-03	 4.5663e-03	
 4.2020e-03	 4.5657e-03	
 4.1929e-03	 4.5655e-03	
 4.2008e-03	 4.5649e-03	
 4.1919e-03	 4.5648e-03	
 4.1996e-03	 4.5642e-03	
 4.1911e-03	 4.5640e-03	
 4.1984e-03	 4.5634e-03	
 4.1902e-03	 4.5633e-03	
 4.1975e-03	 4.5627e-03	
 4.1896e-03	 4.5625e-03	
 4.1968e-03	 4.5619e-03	
 4.1891e-03	 4.5618e-03	
 4.1963e-03	 4.5612e-03	
 4.1886e-03	 4.5611e-03	
 4.1957e-03	 4.5605e-03	
 4.1880e-03	 4.5604e-03	
 4.1949e-03	 4.5598e-03	
 4.1872e-03	 4.5596e-03	
 4.1939e-03	 4.5590e-03	
 4.1863e-03	 4.5589e-03	
 4.1928e-03	 4.5583e-03	
 4.1855e-03	 4.5582e-03	
 4.1917e-03	 4.5576e-03	
 4.1847e-03	 4.5575e-03	
 4.1907e-03	 4.5569e-03	
 4.1840e-03	 4.5568e-03	
 4.1899e-03	 4.5562e-03	
 4.1834e-03	 4.5561e-03	
 4.1892e-03	 4.5555e-03	
 4.1828e-03	 4.5554e-03	
 4.1885e-03	 4.5548e-03	
 4.1822e-03	 4.5547e-03	
 4.1879e-03	 4.5541e-03	
 4.1816e-03	 4.5540e-03	
 4.1872e-03	 4.5534e-03	
 4.1810e-03	 4.5533e-03	
 4.1865e-03	 4.5527e-03	
 4.1802e-03	 4.5526e-03	
 4.1856e-03	 4.5520e-03	
 4.1794e-03	 4.5519e-03	
 4.1846e-03	 4.5513e-03	
 4.1786e-03	 4.5513e-03	
 4.1835e-03	 4.5507e-03	
 4.1778e-03	 4.5506e-03	
 4.1825e-03	 4.5500e-03	
 4.1771e-03	 4.5499e-03	
 4.1817e-03	 4.5493e-03	
 4.1765e-03	 4.5492e-03	
 4.1810e-03	 4.5486e-03	
 4.1759e-03	 4.5486e-03	
 4.1804e-03	 4.5480e-03	
 4.1754e-03	 4.5479e-03	
 4.1799e-03	 4.5473e-03	
 4.1749e-03	 4.5473e-03	
 4.1793e-03	 4.5467e-03	
 4.1743e-03	 4.5466e-03	
 4.1786e-03	 4.5460e-03	
 4.1736e-03	 4.5460e-03	
 4.1778e-03	 4.5454e-03	
 4.1728e-03	 4.5453e-03	
 4.1768e-03	 4.5447e-03	
 4.1719e-03	 4.5447e-03	
 4.1759e-03	 4.5441e-03	
 4.1712e-03	 4.5440e-03	
 4.1749e-03	 4.5434e-03	
 4.1705e-03	 4.5434e-03	
 4.1742e-03	 4.5428e-03	
 4.1699e-03	 4.5428e-03	
 4.1735e-03	 4.5422e-03	
 4.1694e-03	 4.5421e-03	
 4.1729e-03	 4.5415e-03	
 4.1688e-03	 4.5415e-03	
 4.1723e-03	 4.5409e-03	
 4.1683e-03	 4.5409e-03	
 4.1717e-03	 4.5403e-03	
 4.1677e-03	 4.5403e-03	
 4.1710e-03	 4.5397e-03	
 4.1671e-03	 4.5397e-03	
 4.1703e-03	 4.5391e-03	
 4.1664e-03	 4.5390e-03	
 4.1694e-03	 4.5384e-03	
 4.1656e-03	 4.5384e-03	
 4.1685e-03	 4.5378e-03	
 4.1649e-03	 4.5378e-03	
 4.1677e-03	 4.5372e-03	
 4.1642e-03	 4.5372e-03	
 4.1669e-03	 4.5366e-03	
 4.1636e-03	 4.5366e-03	
 4.1662e-03	 4.5360e-03	
 4.1631e-03	 4.5360e-03	
 4.1656e-03	 4.5354e-03	
 4.1626e-03	 4.5354e-03	
 4.1651e-03	 4.5348e-03	
 4.1621e-03	 4.5349e-03	
 4.1646e-03	 4.5343e-03	
 4.1616e-03	 4.5343e-03	
 4.1639e-03	 4.5337e-03	
 4.1609e-03	 4.5337e-03	
 4.1632e-03	 4.5331e-03	
 4.1603e-03	 4.5331e-03	
 4.1624e-03	 4.5325e-03	
 4.1596e-03	 4.5325e-03	
 4.1616e-03	 4.5319e-03	
 4.1589e-03	 4.5319e-03	
 4.1608e-03	 4.5314e-03	
 4.1582e-03	 4.5314e-03	
 4.1601e-03	 4.5308e-03	
 4.1577e-03	 4.5308e-03	
 4.1595e-03	 4.5302e-03	
 4.1572e-03	 4.5302e-03	
 4.1589e-03	 4.5297e-03	
 4.1567e-03	 4.5297e-03	
 4.1583e-03	 4.5291e-03	
 4.1561e-03	 4.5291e-03	
 4.1577e-03	 4.5285e-03	
 4.1556e-03	 4.5286e-03	
 4.1571e-03	 4.5280e-03	
 4.1550e-03	 4.5280e-03	
 4.1565e-03	 4.5274e-03	
 4.1545e-03	 4.5275e-03	
 4.1559e-03	 4.5269e-03	
 4.1539e-03	 4.5269e-03	
 4.1552e-03	 4.5264e-03	
 4.1533e-03	 4.5264e-03	
 4.1545e-03	 4.5258e-03	
 4.1527e-03	 4.5259e-03	
 4.1538e-03	 4.5253e-03	
 4.1521e-03	 4.5253e-03	
 4.1531e-03	 4.5247e-03	
 4.1515e-03	 4.5248e-03	
 4.1525e-03	 4.5242e-03	
 4.1510e-03	 4.5243e-03	
 4.1519e-03	 4.5237e-03	
 4.1504e-03	 4.5237e-03	
 4.1513e-03	 4.5232e-03	
 4.1500e-03	 4.5232e-03	
 4.1508e-03	 4.5226e-03	
 4.1495e-03	 4.5227e-03	
 4.1503e-03	 4.5221e-03	
 4.1490e-03	 4.5222e-03	
 4.1498e-03	 4.5216e-03	
 4.1485e-03	 4.5217e-03	
 4.1492e-03	 4.5211e-03	
 4.1480e-03	 4.5212e-03	
 4.1486e-03	 4.5206e-03	
 4.1474e-03	 4.5207e-03	
 4.1480e-03	 4.5201e-03	
 4.1468e-03	 4.5201e-03	
 4.1473e-03	 4.5196e-03	
 4.1462e-03	 4.5196e-03	
 4.1466e-03	 4.5191e-03	
 4.1456e-03	 4.5191e-03	
 4.1459e-03	 4.5186e-03	
 4.1451e-03	 4.5186e-03	
 4.1453e-03	 4.5181e-03	
 4.1446e-03	 4.5182e-03	
 4.1448e-03	 4.5176e-03	
 4.1442e-03	 4.5177e-03	
 4.1443e-03	 4.5171e-03	
 4.1437e-03	 4.5172e-03	
 4.1438e-03	 4.5166e-03	
 4.1433e-03	 4.5167e-03	
 4.1433e-03	 4.5161e-03	
 4.1428e-03	 4.5162e-03	
 4.1428e-03	 4.5157e-03	
 4.1423e-03	 4.5157e-03	
 4.1423e-03	 4.5152e-03	
 4.1418e-03	 4.5153e-03	
 4.1417e-03	 4.5147e-03	
 4.1411e-03	 4.5148e-03	
 4.1410e-03	 4.5142e-03	
 4.1405e-03	 4.5143e-03	
 4.1404e-03	 4.5138e-03	
 4.1400e-03	 4.5139e-03	
 4.1398e-03	 4.5133e-03	
 4.1396e-03	 4.5134e-03	
 4.1393e-03	 4.5128e-03	
 4.1392e-03	 4.5129e-03	
 4.1388e-03	 4.5124e-03	
 4.1387e-03	 4.5125e-03	
 4.1384e-03	 4.5119e-03	
 4.1383e-03	 4.5120e-03	
 4.1379e-03	 4.5115e-03	
 4.1378e-03	 4.5116e-03	
 4.1373e-03	 4.5110e-03	
 4.1372e-03	 4.5111e-03	
 4.1368e-03	 4.5106e-03	
 4.1368e-03	 4.5107e-03	
 4.1363e-03	 4.5101e-03	
 4.1364e-03	 4.5102e-03	
