Training loss2	Validation loss2	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1185e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
 4.1184e-03	 4.5100e-03	
